"","recency","history_segment","history","mens","womens","zip_code","newbie","channel","segment","visit","conversion","spend","treatment","history_log","history_log_grp"
"733",2,"2) $100 - $200",148.71,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,5.00199810070059,5
"734",1,"1) $0 - $100",47.3,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,3.85651029549789,3.9
"735",2,"6) $750 - $1,000",928.65,1,1,"Rural",1,"Phone","Mens E-Mail",0,0,0,1,6.83373191863335,6.8
"736",2,"3) $200 - $350",298.03,1,1,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0,1,5.69719415257934,5.7
"737",1,"5) $500 - $750",627.78,1,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,6.44218978662101,6.4
"738",3,"6) $750 - $1,000",850.81,1,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1,6.74618883690064,6.7
"739",2,"6) $750 - $1,000",858.08,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1,6.75469733523462,6.8
"740",3,"4) $350 - $500",447.29,1,0,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0,1,6.10320715382851,6.1
"741",6,"2) $100 - $200",169.31,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0,5.13173135414014,5.1
"742",5,"2) $100 - $200",155.85,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0,5.04889400621335,5
"743",7,"1) $0 - $100",30.76,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0,3.42621514463744,3.4
"744",4,"3) $200 - $350",316.35,1,1,"Urban",0,"Multichannel","Mens E-Mail",0,0,0,1,5.75684919559289,5.8
"745",9,"2) $100 - $200",146.58,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0,4.9875713544977,5
"746",8,"5) $500 - $750",735.33,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,6.6003193780435,6.6
"747",4,"1) $0 - $100",36.56,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0,3.59895474658595,3.6
"748",9,"2) $100 - $200",147.44,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,4.99342131336157,5
"749",3,"1) $0 - $100",46.57,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,3.84095655699429,3.8
"750",10,"3) $200 - $350",243.7,1,1,"Urban",0,"Web","No E-Mail",0,0,0,0,5.49593796063116,5.5
"751",10,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,3.40086399276092,3.4
"752",2,"2) $100 - $200",127.29,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,4.84646794788234,4.8
"753",1,"7) $1,000 +",1249.7,1,1,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1,7.13065880149174,7.1
"754",10,"2) $100 - $200",185.15,1,0,"Urban",1,"Web","No E-Mail",1,0,0,0,5.22116630735962,5.2
"755",11,"2) $100 - $200",186.16,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,5.22660651899404,5.2
"756",11,"1) $0 - $100",83.82,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0,4.42867164249693,4.4
"757",2,"4) $350 - $500",426.23,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,6.0549791066758,6.1
"758",6,"1) $0 - $100",94.53,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0,4.54891724443729,4.5
"759",3,"2) $100 - $200",110.06,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0,4.70102567163161,4.7
"760",12,"3) $200 - $350",251.31,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,5.52668723683383,5.5
"761",6,"1) $0 - $100",89.21,0,1,"Rural",0,"Phone","No E-Mail",0,0,0,0,4.49099314092569,4.5
"762",2,"1) $0 - $100",39.85,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,3.68512240523622,3.7
"763",3,"1) $0 - $100",29.99,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0,3.40086399276092,3.4
"764",2,"1) $0 - $100",87.01,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,4.46602305457793,4.5
"765",3,"4) $350 - $500",359.83,1,0,"Urban",0,"Multichannel","Mens E-Mail",0,0,0,1,5.88563169769591,5.9
"766",1,"7) $1,000 +",1116.22,0,1,"Rural",1,"Web","Mens E-Mail",0,0,0,1,7.01770325612966,7
"767",8,"1) $0 - $100",47.37,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0,3.85798911693566,3.9
"768",3,"3) $200 - $350",349.32,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,5.85598840754553,5.9
"769",3,"5) $500 - $750",715.96,1,0,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1,6.5736242994783,6.6
"770",2,"2) $100 - $200",131.85,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,4.8816649127993,4.9
"771",9,"2) $100 - $200",139.46,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,4.93777782179286,4.9
"772",6,"1) $0 - $100",29.99,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0,3.40086399276092,3.4
"773",3,"4) $350 - $500",458.76,1,0,"Rural",0,"Multichannel","Mens E-Mail",0,0,0,1,6.12852719749632,6.1
"774",1,"1) $0 - $100",64.26,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0,4.16293735368771,4.2
"775",3,"2) $100 - $200",157.86,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,5.06170856428026,5.1
"776",9,"3) $200 - $350",260.63,1,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1,5.56310177702132,5.6
"777",8,"3) $200 - $350",237.56,1,0,"Urban",0,"Web","No E-Mail",1,0,0,0,5.47042022314766,5.5
"778",3,"5) $500 - $750",563.31,1,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,1,6.33383009827283,6.3
"779",9,"6) $750 - $1,000",935.71,1,0,"Rural",1,"Multichannel","Mens E-Mail",0,0,0,1,6.84130559941082,6.8
"780",11,"2) $100 - $200",130.44,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0,4.87091335092112,4.9
"781",4,"2) $100 - $200",110.72,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,4.70700449186936,4.7
"782",10,"2) $100 - $200",153.28,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0,5.03226631422255,5
"783",4,"3) $200 - $350",245.79,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1,5.50447751282183,5.5
"784",11,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,3.40086399276092,3.4
"785",1,"4) $350 - $500",405.1,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,6.00413395020864,6
"786",10,"2) $100 - $200",139.56,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,4.93849461631857,4.9
"787",6,"2) $100 - $200",136.72,1,0,"Surburban",1,"Web","No E-Mail",1,0,0,0,4.91793503880734,4.9
"788",9,"1) $0 - $100",36.55,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0,3.59868118619579,3.6
"789",12,"1) $0 - $100",76.9,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,4.3425058765116,4.3
"790",6,"1) $0 - $100",32.72,1,0,"Rural",1,"Web","No E-Mail",0,0,0,0,3.48798651173455,3.5
"791",5,"1) $0 - $100",29.99,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0,3.40086399276092,3.4
"792",9,"2) $100 - $200",108.15,0,1,"Rural",0,"Phone","No E-Mail",0,0,0,0,4.68351915239907,4.7
"793",6,"6) $750 - $1,000",769.8,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,6.64613074084965,6.6
"794",9,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,3.40086399276092,3.4
"795",3,"1) $0 - $100",88.95,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,4.48807441411184,4.5
"796",6,"1) $0 - $100",98.47,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0,4.58975193325971,4.6
"797",6,"1) $0 - $100",50.73,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0,3.9265174515786,3.9
"798",9,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0,3.40086399276092,3.4
"799",7,"3) $200 - $350",315.13,1,1,"Rural",0,"Web","Mens E-Mail",0,0,0,1,5.75298525210176,5.8
"800",8,"4) $350 - $500",499.69,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,1,6.21398790614271,6.2
"801",12,"2) $100 - $200",101.53,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,4.62035432131313,4.6
"802",8,"1) $0 - $100",78.67,1,0,"Rural",0,"Phone","No E-Mail",0,0,0,0,4.36526188834115,4.4
"803",3,"5) $500 - $750",611.63,0,1,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1,6.41612752451967,6.4
"804",10,"2) $100 - $200",193.23,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,5.26388118922691,5.3
"805",10,"3) $200 - $350",240.36,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0,5.48213779946573,5.5
"806",5,"1) $0 - $100",42.22,0,1,"Rural",0,"Web","No E-Mail",0,0,0,0,3.74289404242017,3.7
"807",2,"3) $200 - $350",321.83,0,1,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0,1,5.77402345581901,5.8
"808",8,"3) $200 - $350",217.06,1,0,"Urban",0,"Multichannel","No E-Mail",0,0,0,0,5.38017381301787,5.4
"809",9,"3) $200 - $350",335.68,1,0,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0,1,5.81615832520793,5.8
"810",7,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,3.40086399276092,3.4
"811",7,"2) $100 - $200",111.43,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,4.71339659105896,4.7
"812",9,"2) $100 - $200",154.71,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0,5.04155239673098,5
"813",1,"2) $100 - $200",135.62,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0,4.9098568572557,4.9
"814",9,"4) $350 - $500",400.01,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,5.99148954679549,6
"815",1,"3) $200 - $350",338.79,1,1,"Urban",0,"Web","Mens E-Mail",1,1,29.99,1,5.82538044640369,5.8
"816",8,"2) $100 - $200",126.55,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,4.84063748699113,4.8
"817",9,"3) $200 - $350",341.62,1,0,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0,1,5.83369900820991,5.8
"818",3,"2) $100 - $200",173.87,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0,5.1583078935397,5.2
"819",3,"1) $0 - $100",29.99,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0,3.40086399276092,3.4
"820",4,"5) $500 - $750",656.92,1,1,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1,6.48756224546936,6.5
"821",3,"1) $0 - $100",95.16,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,4.55555968543476,4.6
"822",9,"1) $0 - $100",32.58,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,3.4836986031739,3.5
"823",1,"5) $500 - $750",593.73,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,6.386424670571,6.4
"824",1,"4) $350 - $500",366.59,1,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,1,5.90424405734671,5.9
"825",9,"3) $200 - $350",256.59,1,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1,5.5474794802608,5.5
"826",4,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,3.40086399276092,3.4
"827",4,"2) $100 - $200",138.96,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0,4.93418612193285,4.9
"828",11,"1) $0 - $100",39.97,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0,3.68812917272323,3.7
"829",8,"2) $100 - $200",144.84,0,1,"Surburban",0,"Web","No E-Mail",1,0,0,0,4.97562968489744,5
"830",11,"1) $0 - $100",34.67,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,3.54587475969693,3.5
"831",7,"6) $750 - $1,000",779.71,1,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,1,6.65892205567899,6.7
"832",5,"3) $200 - $350",312.66,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1,5.74511633814918,5.7
"833",2,"3) $200 - $350",333.47,1,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1,5.80955290628699,5.8
"834",9,"3) $200 - $350",200.25,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,5.29956658594847,5.3
"835",10,"1) $0 - $100",82.15,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0,4.40854684448328,4.4
"836",3,"1) $0 - $100",31.11,0,1,"Rural",0,"Web","No E-Mail",1,0,0,0,3.43752931090955,3.4
"837",9,"2) $100 - $200",199.16,1,0,"Surburban",0,"Phone","No E-Mail",1,0,0,0,5.29410852177398,5.3
"838",8,"2) $100 - $200",105.98,0,1,"Rural",1,"Phone","No E-Mail",0,0,0,0,4.66325039706462,4.7
"839",11,"2) $100 - $200",108.98,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,4.69116437915495,4.7
"840",1,"2) $100 - $200",106.61,0,1,"Surburban",1,"Web","No E-Mail",1,0,0,0,4.66917731596238,4.7
"841",2,"1) $0 - $100",56.74,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,4.0384794293807,4
"842",7,"1) $0 - $100",47.53,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,3.86136109062592,3.9
"843",8,"1) $0 - $100",36.65,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,3.60141342833266,3.6
"844",8,"3) $200 - $350",223.73,0,1,"Urban",0,"Multichannel","No E-Mail",1,0,0,0,5.41043996768498,5.4
"845",1,"1) $0 - $100",49.52,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,3.90237662837634,3.9
"846",11,"1) $0 - $100",65.07,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0,4.17546361350689,4.2
"847",10,"4) $350 - $500",419.22,1,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,6.03839584179241,6
"848",5,"2) $100 - $200",101.01,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,4.61521952184109,4.6
"849",2,"5) $500 - $750",510.18,1,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1,6.23476360462576,6.2
"850",1,"5) $500 - $750",611.91,1,1,"Rural",1,"Phone","Mens E-Mail",1,1,97.38,1,6.41658521287459,6.4
"851",2,"3) $200 - $350",208.47,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0,5.33979514599435,5.3
"852",7,"1) $0 - $100",50.8,1,0,"Urban",0,"Web","No E-Mail",1,0,0,0,3.92789635458444,3.9
"853",12,"3) $200 - $350",308.44,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,5.73152733496476,5.7
"854",1,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,3.40086399276092,3.4
"855",5,"2) $100 - $200",169.07,0,1,"Surburban",0,"Web","No E-Mail",1,0,0,0,5.13031283034887,5.1
"856",10,"2) $100 - $200",105.4,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,4.65776263610726,4.7
"857",12,"1) $0 - $100",30.37,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0,3.41345527905766,3.4
"858",5,"1) $0 - $100",80.6,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0,4.38949864951258,4.4
"859",3,"6) $750 - $1,000",981.42,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,6.88900050249849,6.9
"860",1,"6) $750 - $1,000",808.58,1,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,6.69527962279244,6.7
"861",7,"2) $100 - $200",180.13,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,5.19367881243547,5.2
"862",2,"2) $100 - $200",171.5,1,0,"Rural",1,"Web","No E-Mail",0,0,0,0,5.14458326660599,5.1
"863",2,"3) $200 - $350",278.36,1,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1,5.62891523997665,5.6
"864",2,"3) $200 - $350",261.05,1,0,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0,1,5.56471195985656,5.6
"865",9,"2) $100 - $200",144.11,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0,4.97057689685027,5
"866",3,"3) $200 - $350",235.66,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0,5.46239008828519,5.5
"867",1,"3) $200 - $350",210.57,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0,5.34981813941044,5.3
"868",8,"3) $200 - $350",266.44,1,1,"Rural",1,"Web","Mens E-Mail",1,0,0,1,5.58514907754498,5.6
"869",7,"3) $200 - $350",257.4,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,5.55063129516203,5.6
"870",9,"2) $100 - $200",194.12,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0,5.26847652453702,5.3
"871",12,"1) $0 - $100",47.43,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,3.85925493988949,3.9
"872",5,"4) $350 - $500",402.18,0,1,"Urban",0,"Multichannel","Mens E-Mail",1,0,0,1,5.99689974959792,6
"873",9,"3) $200 - $350",270.06,1,0,"Rural",0,"Web","Mens E-Mail",1,0,0,1,5.5986441565329,5.6
"874",1,"1) $0 - $100",29.99,0,1,"Urban",1,"Web","No E-Mail",1,0,0,0,3.40086399276092,3.4
"875",3,"1) $0 - $100",65.69,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0,4.18494670690438,4.2
"876",6,"6) $750 - $1,000",808.31,1,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,6.69494564830746,6.7
"877",10,"5) $500 - $750",569.27,1,0,"Surburban",1,"Web","Mens E-Mail",1,0,0,1,6.34435483827484,6.3
"878",6,"3) $200 - $350",217.19,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0,5.38077254648423,5.4
"879",10,"2) $100 - $200",104.4,1,0,"Rural",0,"Web","No E-Mail",0,0,0,0,4.64822967544854,4.6
"880",11,"2) $100 - $200",169.97,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0,5.13562195088926,5.1
"881",2,"1) $0 - $100",29.99,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,3.40086399276092,3.4
"882",10,"3) $200 - $350",217.38,1,0,"Rural",0,"Web","No E-Mail",0,0,0,0,5.38164697413504,5.4
"883",9,"2) $100 - $200",118.44,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0,4.77440650323339,4.8
"884",10,"1) $0 - $100",57.79,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,4.05681575032969,4.1
"885",1,"1) $0 - $100",87.27,0,1,"Rural",0,"Phone","No E-Mail",0,0,0,0,4.46900676117522,4.5
"886",5,"1) $0 - $100",29.99,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0,3.40086399276092,3.4
"887",3,"1) $0 - $100",49.86,1,0,"Rural",1,"Web","No E-Mail",0,0,0,0,3.90921907809541,3.9
"888",8,"3) $200 - $350",245.81,1,1,"Urban",0,"Multichannel","Mens E-Mail",1,0,0,1,5.50455887978689,5.5
"889",1,"1) $0 - $100",42.78,1,0,"Surburban",1,"Web","No E-Mail",1,0,0,0,3.75607070365426,3.8
"890",4,"3) $200 - $350",216.76,0,1,"Urban",0,"Multichannel","No E-Mail",0,0,0,0,5.37879075069791,5.4
"891",1,"5) $500 - $750",558.89,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1,6.32595267382716,6.3
"892",2,"3) $200 - $350",262.67,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,5.57089849146458,5.6
"893",11,"1) $0 - $100",86.15,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,4.45608996297394,4.5
"894",2,"3) $200 - $350",326.89,1,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1,5.78962372286765,5.8
"895",5,"7) $1,000 +",1267.82,1,0,"Rural",1,"Web","Mens E-Mail",0,0,0,1,7.14505416908453,7.1
"896",12,"3) $200 - $350",334.12,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1,5.81150020988771,5.8
"897",8,"1) $0 - $100",35.57,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,3.57150258596036,3.6
"898",1,"1) $0 - $100",85.1,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0,4.44382703557933,4.4
"899",12,"1) $0 - $100",87.16,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,4.46774551007642,4.5
"900",10,"1) $0 - $100",60.39,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0,4.10082352831981,4.1
"901",9,"1) $0 - $100",99.09,1,0,"Surburban",0,"Phone","No E-Mail",1,0,0,0,4.59602852807081,4.6
"902",2,"3) $200 - $350",292.58,1,0,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1,5.67873813354994,5.7
"903",5,"2) $100 - $200",196.61,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0,5.2812220711194,5.3
"904",2,"4) $350 - $500",481.74,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,1,6.17740454942465,6.2
"905",2,"4) $350 - $500",435.07,1,0,"Urban",0,"Multichannel","Mens E-Mail",0,0,0,1,6.07550693768275,6.1
"906",11,"1) $0 - $100",44.68,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0,3.799525974201,3.8
"907",4,"1) $0 - $100",29.99,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,3.40086399276092,3.4
"908",10,"1) $0 - $100",34.55,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0,3.54240755021368,3.5
"909",11,"1) $0 - $100",72.71,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0,4.28647892666197,4.3
"910",6,"5) $500 - $750",554.32,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,1,6.31774213731913,6.3
"911",4,"2) $100 - $200",192.08,1,0,"Urban",0,"Phone","No E-Mail",1,0,0,0,5.257911951913,5.3
"912",3,"3) $200 - $350",241.8,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0,5.48811093818069,5.5
"913",4,"1) $0 - $100",33.4,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,3.50855589998265,3.5
"914",6,"1) $0 - $100",37.67,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0,3.62886402170395,3.6
"915",9,"4) $350 - $500",399.22,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,5.98951264338274,6
"916",10,"3) $200 - $350",288.89,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,1,5.6660459928198,5.7
"917",4,"1) $0 - $100",29.99,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,3.40086399276092,3.4
"918",9,"3) $200 - $350",329.05,0,1,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0,1,5.79620971490213,5.8
"919",1,"3) $200 - $350",324.47,1,0,"Rural",1,"Web","Mens E-Mail",1,0,0,1,5.78219308194743,5.8
"920",8,"3) $200 - $350",289.55,1,0,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0,1,5.6683279936718,5.7
"921",2,"2) $100 - $200",137.28,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,4.92202263573965,4.9
"922",5,"1) $0 - $100",95.17,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0,4.55566476608425,4.6
"923",10,"1) $0 - $100",29.99,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0,3.40086399276092,3.4
"924",10,"3) $200 - $350",279.06,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,5.63142681246406,5.6
"925",5,"7) $1,000 +",1526.68,1,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,7.33085072202644,7.3
"926",1,"6) $750 - $1,000",751.25,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,6.62173848584942,6.6
"927",12,"1) $0 - $100",29.99,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0,3.40086399276092,3.4
"928",10,"1) $0 - $100",66.92,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,4.20349787611862,4.2
"929",2,"5) $500 - $750",548.43,1,1,"Surburban",1,"Multichannel","Mens E-Mail",1,0,0,1,6.3070596507871,6.3
"930",5,"3) $200 - $350",297.99,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,5.69705992889537,5.7
"931",1,"2) $100 - $200",126.64,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,4.84134841557276,4.8
"932",2,"3) $200 - $350",295.41,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,5.68836422192782,5.7
"933",12,"4) $350 - $500",475,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,6.16331480403464,6.2
"934",10,"2) $100 - $200",119.75,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0,4.78540623629103,4.8
"935",11,"1) $0 - $100",29.99,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0,3.40086399276092,3.4
"936",6,"1) $0 - $100",52.69,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0,3.96442568422119,4
"937",10,"2) $100 - $200",149.43,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,5.0068280557533,5
"938",2,"3) $200 - $350",250.65,1,0,"Urban",0,"Multichannel","Mens E-Mail",0,0,0,1,5.52405754370951,5.5
"939",10,"1) $0 - $100",96.22,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,4.56663723627131,4.6
"940",11,"1) $0 - $100",95.56,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0,4.55975432245761,4.6
"941",1,"1) $0 - $100",70.76,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,4.25929386929158,4.3
"942",3,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,3.40086399276092,3.4
"943",3,"3) $200 - $350",252.14,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1,5.52998448880312,5.5
"944",1,"3) $200 - $350",301.97,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0,1,5.7103276746922,5.7
"945",8,"2) $100 - $200",189.57,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,5.24475834945347,5.2
"946",1,"6) $750 - $1,000",775.23,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,6.65315975951814,6.7
"947",8,"3) $200 - $350",258.39,0,1,"Rural",0,"Multichannel","Mens E-Mail",0,0,0,1,5.55447007146919,5.6
"948",2,"2) $100 - $200",144.54,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0,4.97355628585484,5
"949",3,"1) $0 - $100",48.8,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,3.8877303128591,3.9
"950",11,"4) $350 - $500",355.57,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1,5.87372213562643,5.9
"951",9,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,3.40086399276092,3.4
"952",11,"1) $0 - $100",76.88,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0,4.34224576466204,4.3
"953",3,"3) $200 - $350",227.15,1,1,"Surburban",0,"Multichannel","No E-Mail",1,0,0,0,5.42561059220541,5.4
